DATE,EU28SLRTCR03GPSAM
1987-05-01,2.10876803551609
1987-06-01,0.760869565217408
1987-07-01,2.04962243797193
1987-08-01,-4.01691331923889
1987-09-01,8.59030837004407
1987-10-01,-6.69371196754565
1987-11-01,2.50000000000002
1987-12-01,3.71155885471898
1988-01-01,1.2269938650307
1988-02-01,-3.83838383838385
1988-03-01,-1.57563025210086
1988-04-01,-1.28068303094984
1988-05-01,7.8918918918919
1988-06-01,-1.70340681362726
1988-07-01,-0.611620795107024
1988-08-01,6.35897435897437
1988-09-01,-0.867888138862088
1988-10-01,-9.0466926070039
1988-11-01,5.34759358288771
1988-12-01,3.45177664974618
1989-01-01,2.06084396467125
1989-02-01,2.40384615384616
1989-03-01,-9.01408450704226
1989-04-01,5.46955624355004
1989-05-01,-0.0978473581213163
1989-06-01,3.03623898139079
1989-07-01,-6.17870722433463
1989-08-01,8.30800405268492
1989-09-01,-6.8288119738073
1989-10-01,1.40562248995985
1989-11-01,0.792079207920792
1989-12-01,-2.5540275049116
1990-01-01,1.20967741935484
1990-02-01,-5.27888446215138
1990-03-01,3.47003154574133
1990-04-01,-4.0650406504065
1990-05-01,3.38983050847458
1990-06-01,-5.32786885245902
1990-07-01,-1.83982683982685
1990-08-01,3.85887541345093
1990-09-01,-0.849256900212272
1990-10-01,-5.88865096359744
1990-11-01,-1.47895335608646
1990-12-01,-2.54041570438799
1991-01-01,-2.01421800947868
1991-02-01,-5.56227327690449
1991-03-01,8.83482714468632
1991-04-01,-4.70588235294118
1991-05-01,0.123456790123451
1991-06-01,-0.246609124537596
1991-07-01,3.21384425216316
1991-08-01,3.71257485029939
1991-09-01,-3.57967667436491
1991-10-01,-2.39520958083834
1991-11-01,0.490797546012282
1991-12-01,1.58730158730157
1992-01-01,2.76442307692308
1992-02-01,-2.33918128654972
1992-03-01,-4.91017964071854
1992-04-01,11.712846347607
1992-05-01,-3.83314543404734
1992-06-01,-7.97186400937866
1992-07-01,1.40127388535032
1992-08-01,-2.38693467336682
1992-09-01,3.86100386100384
1992-10-01,-0.495662949194523
1992-11-01,2.24159402241592
1992-12-01,26.4311814859927
1993-01-01,-32.3699421965318
1993-02-01,7.40740740740742
1993-03-01,0.795755968169748
1993-04-01,0.263157894736842
1993-05-01,-0.26246719160105
1993-06-01,-3.02631578947368
1993-07-01,6.10583446404343
1993-08-01,2.30179028132991
1993-09-01,-1.74999999999999
1993-10-01,1.01781170483462
1993-11-01,0.377833753148584
1993-12-01,-2.25846925972394
1994-01-01,7.57381258023103
1994-02-01,-1.3126491646778
1994-03-01,3.02297460701331
1994-04-01,-5.63380281690142
1994-05-01,6.71641791044776
1994-06-01,2.44755244755245
1994-07-01,-6.93970420932878
1994-08-01,3.30073349633252
1994-09-01,0.8284023668639
1994-10-01,-2.69953051643193
1994-11-01,0.361881785283468
1994-12-01,4.20673076923076
1995-01-01,-4.61361014994232
1995-02-01,-0.604594921402654
1995-03-01,-0.48661800486618
1995-04-01,-0.488997555012213
1995-05-01,2.94840294840295
1995-06-01,10.1431980906921
1995-07-01,-12.7843986998917
1995-08-01,2.48447204968944
1995-09-01,1.45454545454544
1995-10-01,-3.58422939068102
1995-11-01,7.43494423791823
1995-12-01,-2.88350634371396
1996-01-01,4.75059382422804
1996-02-01,-0.340136054421763
1996-03-01,2.16154721274176
1996-04-01,5.45657015590201
1996-05-01,-5.38542766631469
1996-06-01,-1.11607142857143
1996-07-01,-1.46726862302485
1996-08-01,1.94730813287513
1996-09-01,11.9101123595506
1996-10-01,-10.3413654618474
1996-11-01,-4.70324748040314
1996-12-01,0.0
1997-01-01,-0.235017626321974
1997-02-01,4.82921083627796
1997-03-01,-1.23595505617978
1997-04-01,6.93970420932878
1997-05-01,-5.10638297872338
1997-06-01,3.47533632286995
1997-07-01,1.73347778981582
1997-08-01,1.06496272630457
1997-09-01,0.316122233930448
1997-10-01,1.68067226890754
1997-11-01,-2.37603305785124
1997-12-01,-0.317460317460333
1998-01-01,2.22929936305733
1998-02-01,1.45379023883696
1998-03-01,1.6376663254862
1998-04-01,-6.94864048338368
1998-05-01,3.67965367965367
1998-06-01,1.56576200417536
1998-07-01,1.84994861253853
1998-08-01,0.100908173562064
1998-09-01,3.125
1998-10-01,-1.56402737047896
1998-11-01,2.38331678252234
1998-12-01,-2.42483026188167
1999-01-01,1.39165009940357
1999-02-01,-1.47058823529411
1999-03-01,2.88557213930347
1999-04-01,-0.290135396518371
1999-05-01,-1.16391852570322
1999-06-01,1.86457311089305
1999-07-01,3.66088631984585
1999-08-01,-4.5539033457249
1999-09-01,1.07108081791626
1999-10-01,-1.63776493256261
1999-11-01,-2.54652301665035
1999-12-01,-2.9145728643216
2000-01-01,6.41821946169772
2000-02-01,-0.486381322957204
2000-03-01,0.391006842619746
2000-04-01,-1.65530671859786
2000-05-01,2.67326732673267
2000-06-01,-8.00385728061716
2000-07-01,3.77358490566038
2000-08-01,1.21212121212119
2000-09-01,-0.698602794411173
2000-10-01,-3.21608040201005
2000-11-01,2.38836967808932
2000-12-01,-0.304259634888433
2001-01-01,0.203458799593093
2001-02-01,0.304568527918777
2001-03-01,2.32793522267208
2001-04-01,-0.989119683481712
2001-05-01,2.49750249750248
2001-06-01,-0.292397660818709
2001-07-01,-2.7370478983382
2001-08-01,0.703517587939694
2001-09-01,-0.499001996007989
2001-10-01,0.601805416248737
2001-11-01,-0.199401794616142
2001-12-01,-3.5964035964036
2002-01-01,3.00518134715027
2002-02-01,0.0
2002-03-01,-3.62173038229376
2002-04-01,3.75782881002088
2002-05-01,-3.72233400402415
2002-06-01,-0.208986415882957
2002-07-01,2.09424083769634
2002-08-01,1.64102564102564
2002-09-01,-1.81634712411704
2002-10-01,1.13052415210688
2002-11-01,-1.82926829268292
2002-12-01,9.3167701863354
2003-01-01,-10.4087523923644
2003-02-01,2.04955904212959
2003-03-01,-1.0930246391533
2003-04-01,-2.03511588643179
2003-05-01,-0.271286035850319
2003-06-01,1.33138176282691
2003-07-01,4.2492735414396
2003-08-01,-1.74337938245238
2003-09-01,0.0142414080402418
2003-10-01,-0.0426645075867838
2003-11-01,-0.620511394130256
2003-12-01,-4.45376405950373
2004-01-01,4.47983996210921
2004-02-01,1.13463963647679
2004-03-01,-0.996637204577933
2004-04-01,2.76491583953862
2004-05-01,-2.22435226956196
2004-06-01,-0.598527402373987
2004-07-01,0.235251308645888
2004-08-01,-3.93831822038156
2004-09-01,3.23328473057995
2004-10-01,2.79131509054698
2004-11-01,-0.653025120904712
2004-12-01,-0.794428096759506
2005-01-01,2.18119128568668
2005-02-01,-4.08309504892989
2005-03-01,2.27376242913566
2005-04-01,-0.781587773782146
2005-05-01,-3.99872425305696
2005-06-01,8.98949088894265
2005-07-01,-2.38223013741228
2005-08-01,-0.983612902059679
2005-09-01,0.28349522417524
2005-10-01,-1.88308537372501
2005-11-01,-0.799313493324546
2005-12-01,0.498799952531853
2006-01-01,6.07487408103273
2006-02-01,-1.32963722352202
2006-03-01,-2.05314564233424
2006-04-01,2.88211941702135
2006-05-01,1.00193823476821
2006-06-01,-2.41437792307714
2006-07-01,-1.21961921781707
2006-08-01,1.78011769185763
2006-09-01,1.29192592100614
2006-10-01,-0.941511160764289
2006-11-01,1.89154348898761
2006-12-01,-0.367500798662615
2007-01-01,-1.75032230128996
2007-02-01,-2.2322098419058
2007-03-01,3.17130684057706
2007-04-01,-2.98298719229451
2007-05-01,2.9732788169151
2007-06-01,1.85359792106314
2007-07-01,0.193686419472507
2007-08-01,0.136844853791981
2007-09-01,-0.0150143956174693
2007-10-01,-0.0154855102974187
2007-11-01,-2.64911699558356
2007-12-01,2.74644414582851
2008-01-01,-2.21403733961273
2008-02-01,0.845748475557054
2008-03-01,-2.75898138002914
2008-04-01,1.20957989486657
2008-05-01,-4.2477841089791
2008-06-01,-1.34643354769856
2008-07-01,-0.257427787467054
2008-08-01,-1.77215480556719
2008-09-01,-4.08258827473292
2008-10-01,-1.5406556951391
2008-11-01,-10.120933609324
2008-12-01,-0.532845573681248
2009-01-01,-1.88404032128617
2009-02-01,13.4931644275911
2009-03-01,-4.97774019721782
2009-04-01,13.1919438564338
2009-05-01,1.53489860411314
2009-06-01,-0.815409007205381
2009-07-01,4.17122203804801
2009-08-01,-1.22066412501269
2009-09-01,-2.68142205724986
2009-10-01,6.69163394500086
2009-11-01,-4.46520318547468
2009-12-01,-5.71152094956068
2010-01-01,-0.215866308675992
2010-02-01,-1.0836264422355
2010-03-01,-1.25930021947033
2010-04-01,-1.58542248618749
2010-05-01,-0.472036720948196
2010-06-01,1.09799697050037
2010-07-01,-5.17248511039282
2010-08-01,-1.17277319091987
2010-09-01,3.18659246560437
2010-10-01,1.97211535765602
2010-11-01,0.176120865594635
2010-12-01,1.28821397047724
2011-01-01,3.04053699949879
2011-02-01,0.561831899950476
2011-03-01,-7.9791770722166
2011-04-01,3.34481025125877
2011-05-01,4.41049375546067
2011-06-01,-11.0384724279549
2011-07-01,5.97221667696602
2011-08-01,1.29093703957722
2011-09-01,-2.29602847708702
2011-10-01,0.760898747182988
2011-11-01,-1.12065572703284
2011-12-01,1.69747131154405
2012-01-01,-4.3946169003276
2012-02-01,-3.22027114348223
2012-03-01,0.914666376311217
2012-04-01,1.07359718111131
2012-05-01,-0.65800551727756
2012-06-01,0.234552984650994
2012-07-01,-4.71515216006111
2012-08-01,3.34854932855352
2012-09-01,-0.123985746003871
2012-10-01,-3.62275819815248
2012-11-01,-0.355868589097234
2012-12-01,-3.10338182050156
2013-01-01,-0.362285436940199
2013-02-01,1.68252063296996
2013-03-01,4.28459546717671
2013-04-01,-3.1227528632253
2013-05-01,0.570220563839323
2013-06-01,3.74506512250846
2013-07-01,-0.0664050813946244
2013-08-01,-0.887549481199642
2013-09-01,3.15605256920742
2013-10-01,0.264358844713475
2013-11-01,-0.791272659200573
2013-12-01,0.910130214948118
2014-01-01,-3.61820369343799
2014-02-01,3.73605601340707
2014-03-01,0.825423431914113
2014-04-01,2.02301261471438
2014-05-01,-1.60689308694881
2014-06-01,-1.81176845062867
2014-07-01,3.49458351481055
2014-08-01,-0.958996578474646
2014-09-01,0.734381471586675
2014-10-01,4.52260299132537
2014-11-01,-3.00506094579296
2014-12-01,-2.71067729736781
2015-01-01,4.996066196365
2015-02-01,0.781883366226684
2015-03-01,0.834473109383038
2015-04-01,1.7208273826901
2015-05-01,-4.00853860196594
2015-06-01,5.16761672823926
2015-07-01,1.55970041814707
2015-08-01,0.777354765894588
2015-09-01,-0.734807706188439
2015-10-01,1.67306323718822
2015-11-01,0.425168966270702
2015-12-01,2.11974630607458
2016-01-01,-1.12677566231745
2016-02-01,0.431295349069964
2016-03-01,0.205794963361573
2016-04-01,0.518933850746551
2016-05-01,0.822635738412276
2016-06-01,0.524772757279746
2016-07-01,-0.724765758947439
2016-08-01,-0.491979515855761
2016-09-01,2.97685494182045
2016-10-01,-1.98682899249763
2016-11-01,-0.544932104258905
2016-12-01,5.34655526683499
2017-01-01,-0.307197117572579
2017-02-01,-0.1601774905971
2017-03-01,-0.352767232365547
2017-04-01,-3.1450438329732
2017-05-01,3.32182534029787
2017-06-01,-1.31475029868373
2017-07-01,-0.028372687894956
2017-08-01,1.94862516728585
2017-09-01,-1.35800314784261
2017-10-01,-0.0300895127660819
2017-11-01,2.04820801882534
2017-12-01,-2.5327999196355
2018-01-01,5.74487685700772
2018-02-01,0.078698831363356
2018-03-01,-1.58246962426475
2018-04-01,-4.65815404651409
2018-05-01,2.88817666539817
2018-06-01,6.10261884607466
2018-07-01,-0.86484245172958
2018-08-01,24.4180661493479
2018-09-01,-40.759016823875
2018-10-01,14.3121663116103
2018-11-01,4.3479038515026
2018-12-01,-2.99325003116208
