"Data Source","World Development Indicators",

"Last Updated Date","2019-04-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Ecuador","ECU","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","197583745.854204","157101028.714894","155487287.042826","168447595.433591","199730280.617423","214348750.216904","254730107.424295","258096721.244296","285128679.283701","264625851.047958","270255549.700304","291407689.18989","395314497.957741","695769524.079063","1494867579.72302","1242549628.58996","1457947881.89667","1797611703.14602","1756420957.9504","2538499855.29063","3066326874.45054","3188264326.3875","2921017218.81401","2668860344.89493","2938789738.24893","3375176924.81068","2393509352.64328","2142867204.8233","2480622111.01514","2817483588.93319","3469125960.22029","4021964982.49125","4366816408.2041","3794531265.63282","4605277638.81941","5201004502.25113","5618746373.18659","6064677338.66933","5006507253.62681","5181939969.98499","5888259129.56478","5682217000","6135846000","7329307000","8984844000","11463499000","14196499000","16287685000","21100364000","15785663000","19402439000","24671849000","26522271000","27243506000","28536122000","21107369000","19492639000","21727767000","",
"Egypt, Arab Rep.","EGY","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","847750109.217999","862076408.374703","943166740.380363","700000000","877723970.94431","1091183119.81914","1140015302.21882","1182006204.75698","1366851945.42698","1879700810.30542","2113327487.94388","2285998013.90268","3108577442.55394","2947998787.14372","4774142857.14286","6991666666.66667","6853648648.64865","7282512315.27093","7101280558.78929","6987744571.05999","7119673332.63533","5706267539.75678","5106048703.84918","6076093128.90403","7073523337.46386","8748317631.22476","10269192422.7318","11885776186.3208","12034813925.5702","11714116251.4828","13565319964.6122","14033018867.9245","14778761061.9469","13754427390.791","13653789442.6423","16174959635.99","17065868263.4731","16090888012.984","18074562536.0002","22257964939.6435","27213830088.4366","32191268335.9724","39469535054.8334","53800000000","47163995067.8175","46731006458.167","48539511506.6182","45808657936.4417","49111159370.8311","43520045901.169","43862395687.2728","34442928939.1873","37231733456.3312","",
"Euro area","EMU","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","42274986157.2921","45617354124.8056","49114570277.3546","53793569253.07","61374226753.3338","68629574899.4764","75626406591.0303","80596797543.1047","89728291330.3452","104997035520.457","121271366000.612","137542309732.815","168844562919.616","228735945082.351","298605767144.037","323302501054.19","353272265854.824","408066070384.68","495279709607.012","619598210172.931","703760249213.411","652094396935.111","629487327714.344","617452423737.006","630315176435.178","654044590198.703","822324697850.038","988320932963.498","1105384867150.55","1180868924711.82","1465366408835.69","1516250648746.05","1650067959966.7","1519221686996.06","1697521779973.18","2082394333377.54","2137015821717.91","2113678292466.64","2216750240160","2232504001022.35","2276685014885.25","2317306189643.85","2477013886277.11","2967849944426.36","3561440671949.69","3837257228870.45","4302860153590.89","5106973709633.81","5653190051583.18","4531002243677.56","4945709931602.08","5724142691698.81","5528022192899.05","5807448356062.29","6036494002846.73","5395580304133.2","5465579452986.09","5964957329319.42","",
"Eritrea","ERI","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54502214.5615604","142966419.337566","148977272.727273","129406250","202746708.19765","203302823.650328","110594955.106698","65684566.8866374","68310441.5584416","81308766.9658252","85922669.1120632","56064210.0029543","64052293.7443336","67725792.0730874","83564227.6422764","76071544.7154472","61125203.2520325","84082757.7235772","101385281.300813","374897684.552846","","","","","","","",
"Spain","ESP","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","1010042253.47371","1102919716.34887","1340088891.68918","1471112407.84921","1880768223.8955","2028377185.10014","2554121088.92926","2706181739.62414","3326528831.37979","4084235531.03191","4982981934.87045","6079326467.06587","7904028475.27828","10497629069.1034","12851749351.0239","14233974492.7536","14923456602.8351","17588280832.4206","22336615885.4167","29470230044.6207","33333052680.4363","33092456478.6448","33343434499.4699","32676952436.1949","36739040260.8156","37800134442.2701","45828335986.6936","56614462067.1069","65220896871.8755","69002001124.3851","84547320927.1956","91153749079.2634","102341143507.232","93177437965.7471","107986254378.338","134428876434.481","148188624720.872","151610227272.727","161561421093.663","167145748987.854","170381426202.322","174410738255.034","186702428006.776","230769751693.002","269302210081.947","285474443477.179","314518880943.42","380305228579.25","413928519115.278","339897193664.907","365338512989.242","430350648649.326","410157554193.569","438755853961.044","450428758522.674","394922043864.371","409805978269.844","450999733023.633","",
"Estonia","EST","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2573467584.01694","2848889768.45438","2967518174.66562","2932836649.7594","3627803313.79621","4178071976.86061","4022130536.62692","3504491200.5897","3831095246.62071","4270175190.73184","5644211833.785","7418606956.52174","9230837706.75289","10769957721.7413","14052866548.0427","16161072213.2708","11949641428.1745","14633450062.651","20051461955.1761","19815289721.0049","21191394707.3629","21772404654.0414","17715453158.6133","18611762950.1272","20369648221.0664","",
"Ethiopia","ETH","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5331910669.97519","5962716169.22631","5948437727.40764","6474164234.1889","6036017780.42663","5802132325.42829","6234114279.08926","",
"European Union","EUU","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","66444165954.0177","70785456625.9805","75120548889.4769","81484970481.9289","91088173695.968","100302780946.808","109573235743.997","115570562912.081","126537719750.774","146196978916.023","168779851115.931","191097470321.167","228995143832.757","306329166332.489","397948265607.997","433342011384.498","470315757698.431","543103044205.625","656022497595.948","823722960979.005","949384780443.297","882717896095.952","847921439743.927","829441506761.245","846432880926.768","882659589269.87","1084587674700.88","1307775164263.87","1456762049875.22","1546379552870.4","1901074833069.29","1951086165727.7","2110396880208.36","1956810349918.5","2193520632188.88","2683930337216.12","2778805378120.72","2785737967239.57","2903448174866.37","2925916417842.44","3007338913841.67","3045672708360.44","3255421440689.79","3888547106297.72","4671963207613.42","5088210002134.05","5760857904204.5","6768023325815.24","7463533013428.8","5967122820549.77","6562629171739.62","7611018325191.18","7367087609683.9","7724415467134.85","8042721156228.51","7210219862554.24","7263695741980.34","7919033229346.3","",
"Fragile and conflict affected situations","FCS","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59621244149.5233","53364518267.9503","58644504038.7697","71872063749.3838","99843885496.6094","126519754202.812","154240587014.603","185936798371.25","251744760393.6","180299153232.813","229574244933.314","244029198154.757","296620083198.902","286327611270.988","261334570834.697","196777863532.797","173559030260.924","222896049847.024","",
"Finland","FIN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","1102793134.9799","1184896765.11113","1263061706.0589","1313353898.56821","1473319594.17622","1632982176.48405","1721749304.80635","1735527228.52203","1879667028.00209","2286393202.06988","2711046432.61608","2827196504.68883","3487225838.82994","4596304963.43551","6381401607.05845","6523355422.66042","7499615325.43468","8995130588.75609","10101083032.491","13152190505.2664","16534905961.1093","16409479195.3706","15244850129.5177","14631725021.3493","15594578551.6423","15638910207.2141","18858784893.2677","22897335317.1919","26071073205.4016","27400581959.2629","31323277872.8036","27176885752.0953","28745686222.4582","27996252732.3826","35158793397.8372","47992919389.9782","47988609888.6876","47944107204.2149","50182465509.5683","50848071595.994","52835820895.5224","51328859060.4027","54545454545.4545","63751693002.2573","75931214303.4517","82296977987.8125","93487642704.8049","112361073090.61","127905375714.076","91221172547.93","95843300202.5742","107169579443.826","101351212263.349","104790596599.279","101471249975.939","84668376013.2941","85726757295.0501","97169540895.8208","",
"Fiji","FJI","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","42815766.2762876","35889686.4374764","43823196.0710238","66112580.2795618","78327666.5407379","68127439.8690341","65425264.2174132","72485391.02325","79125157.4487576","90233302.8362306","106385417.860828","123348532.678592","145298109.5492","192898514.228154","274453823.237339","294196374.254776","261891500.501281","316001526.051886","353684459.140293","461648797.41534","574572249.388753","531710741.86754","516194766.194766","489774041.297935","504526233.142435","506241331.48405","537558389.972637","533804968.245036","602670838.285674","741185195.172925","833547167.263151","793101111.412307","795276114.437791","856596186.275782","1029847687.99945","1168242906.91887","1338202807.66764","1278174135.90081","1007398832.29313","1185164500.40617","1097340975.28892","1007247650.00439","1132973615.62028","1386485916.23589","1467801500.28852","1597483560.02365","1548432994.45471","1669828292.86468","2013176883.98067","1421169299.99489","1816399937.44461","2371960740.57551","2402089502.20683","2474584555.22972","2356946063.3676","2177917620.1373","1233565665.72779","","",
"France","FRA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","9019483361.73158","9513310197.25185","9793338485.40631","10775818755.1311","11993208178.8004","13515048018.2554","14696648797.1883","15703743028.7549","17106381715.5799","19717925360.1787","23725050194.8742","27354090209.5418","33827048114.4343","46340601060.6954","58910256410.2564","67956249043.9039","71988527724.6654","83014174913.0784","102571220930.233","127186247301.881","147148401117.665","135235968617.984","125156203213.894","125614080385.575","126491030548.675","129015184698.496","157252580736.812","183073229291.717","207505781301.619","222041949413.942","266219732562.342","270798744332.054","298940520446.097","275047486680.565","301941162570.888","362214482849.257","370197461212.976","370822656776.804","392709584167.223","389230769230.769","389534733738.714","389070246085.011","411392810088.462","480585778781.038","560012416190.713","593679890560.875","647700414000.753","740120448946.072","820631316830.233","668131425395.943","707910169575.17","813250472648.742","783758210131.325","825465605391.867","846143017568.246","745911734494.106","743372662435.858","797519784457.11","",
"Faroe Islands","FRO","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","489643027.698185","525214300.048737","527644096.943005","569880328.735522","597742789.466351","667607814.563505","705045817.963312","735713451.950174","825149660.321517","959641420.357478","1104332986.799","934358036.89679","1025764122.25956","1212770316.83648","1148726801.89901","1323469187.89951","","","","","",
"Micronesia, Fed. Sts.","FSM","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","3600000","","","","","","","","","","","","","","","","","","","","","37304000","41837100","45844200","57728200","61340600","61174100","69724200","75514600","96061600","93471800","83147800","82807200","87818100","","",
"Gabon","GAB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","48341345.4526679","52322628.9770515","57972564.2456614","72764821.8143336","90352324.307258","97934826.1998338","97688671.1600883","130487348.089838","142588991.444188","173872519.372634","160996725.575098","253126078.244313","314647528.123748","425323421.717477","888640848.136214","1068531103.98589","1371832274.31864","1449448283.56197","1475698435.90451","1772269113.97392","2769790000.98409","2447269146.64729","2228502939.26324","2079692035.18531","2104556520.13366","2089867355.9314","1197784951.80843","1401160632.95298","1408435483.22296","1917191499.34906","2740347018.81817","2553606874.55713","2576725001.3034","2136542944.38168","2584714632.27887","2944909770.32081","3568070445.96018","3265552382.90717","2125424483.83071","2779726330.60532","3498457743.60748","2724005628.6266","2793733093.32927","3374014087.74221","4268998464.46462","5748214915.74562","6250057134.3768","7280347814.62017","9646288875.32148","6294591627.28779","8279661163.349","11229126727.2644","10466055803.306","10089595100.1943","8093787829.85953","6618171373.54922","6171276342.5531","7576387131.23262","",
"United Kingdom","GBR","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","14616021507.196","15258543540.5409","15655395384.6658","16511191128.7229","17491172417.9944","18622333928.5712","20082873495.4395","20542668837.4195","21672959115.8152","24206781922.7881","27902526037.917","31746917741.543","34341107642.3576","42319966193.0426","54134726975.2221","60131751769.9115","63803000539.0836","76429436071.8646","92132689165.8677","117692773401.101","147243570299.791","137573579983.923","129279904088.05","123517042898.287","124456923915.935","133642893223.819","146317372031.662","177765542572.316","195530105122.732","203357496400.524","247134900923.295","250225066137.566","262045550193.05","255401609928.014","288205468472.605","335938141076.219","362578783151.326","392686640471.513","388872143093.74","393179097233.457","409412921773.339","401127105225.277","420412170263.789","479728979591.837","562286708165.507","622238181818.182","719146274149.034","764371748699.48","774711397058.823","622603209222.62","690823962580.302","802152288923.718","797321539924.039","818443434412.097","856124133148.817","793848581535.214","752005243206.984","794770830235.79","",
"Georgia","GEO","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3101400747.10438","1754966887.41722","1315854563.44299","1266549922.82057","1452315945.41733","686952691.139145","412437375.264551","548000077.071291","594736066.879958","533561622.88355","703050128.463697","787530921.369995","992546704.923259","1270728940.97276","1617346687.08716","2163550061.48816","2545570160.08613","3174516782.4327","3661938172.45532","3201993735.56536","4067800458.47472","5231456121.90351","6045512887.14226","7212863104.74089","7089693079.98975","6260426867.51474","6269425387.87886","7580731362.41235","",
"Ghana","GHA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","343177628.740636","340376178.7101","334773278.649029","326368928.557421","344578353.755904","351581978.832244","310960953.389474","304363786.750185","339265245.609408","387311479.814208","472618058.912527","380936174.820699","437465998.836926","528873239.43662","530434782.608696","544148936.170213","434322033.898305","334857142.857143","306108202.443281","451566951.566952","376348547.717842","200813941.813143","134733893.557423","225418866.282653","354924983.692107","479914488.823251","949412973.172926","997843537.414966","945143358.873742","879283843.414793","993968473.144556","1119008152.17391","1104855835.24027","1208400616.33282","1375221757.32218","1583728940.78399","2226974923.5474","2233493164.0625","2533905276.81661","2476240810.20255","2431828408.88236","2404094094.65308","2627858783.44271","3104789916.93586","3490673151.75097","3911596601.56681","5141627932.35134","6072122968.34902","7140126004.34824","7609396365.70131","9484067085.95388","14614446553.777","16926546720.1247","16344112737.3215","15448425650.0448","15717928435.1145","17537473272.2901","20801085643.3595","",
"Gibraltar","GIB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","597773146.723816","645766109.126021","640721917.489186","756205506.027721","828657264.768252","914442808.06473","817037843.902439","869557550.706436","769761044.439894","780076675.307646","742664657.470119","740150188.532822","763847002.615392","749004814.035794","734578521.298093","809760047.951535","780999308.072988","894584161.414175","902874206.941495","1021679595.88109","1005390434.5715","1479451858.995","1507080766.61384","1512364126.49545","2079424617.68288","2212106752.93761","2531048927.76505","2217341675.44155","2342843836.63419","1890478315.27782","2558155162.97442","4474936834.77102","",
"Gambia, The","GMB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","15991879.9350395","18921647.6870266","16460327.3652378","18244947.9191667","19763788.2206115","18037817.5800642","19980662.5693299","26392974.6240602","37335203.6939622","51496460.1769912","46061463.8091387","50729611.8621893","57876732.0324112","72406269.8580809","103028762.347472","96171239.0714501","95785105.9183228","107765519.593724","90664350.8830669","99013867.8445774","86555971.1191336","109029387.65125","134311832.925884","156436257.18656","189941616.956467","203221078.425759","218510077.902807","212861713.332748","158551983.969609","186875884.035498","184904421.671498","184290229.603341","212639014.948652","198771024.387675","201981794.863774","149998087.612831","157033783.85163","151438811.096896","198101238.424114","204546568.027044","221729727.033354","230768612.252446","226068383.771021","228340664.45482","226367271.169499","237666106.613716","280761041.365959","263876088.546652","243629097.761268","220398303.701672","231491310.99985","184000157.914499","",
"Guinea-Bissau","GNB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","3149285.51401726","3265785.71405244","3819957.14258429","5415932.20338983","4956907.89473684","5650808.98313267","5925666.19874294","10697300.6754997","9487896.25360231","8620322.2563114","14039269.9554541","17319393.9393939","12977443.5323605","9829616.69480844","18557846.0316083","14037481.2502193","6817564.96112985","19759984.49642","20460063.6204285","18949946.5512327","24240037.9325829","25670003.18017","11094993.6067854","21009993.7977979","38769882.7169021","29630751.5741491","28460070.2411613","56440727.4049316","29820103.4389589","55800081.5658168","80534492.5104951","83141785.8680001","74157869.5306463","88988426.193173","98042211.3223776","94765920.4414447","76043478.3523345","140527630.956286","171639239.196142","155846071.772942","126560086.577814","281998007.485598","153100589.567136","190931908.347502","212887452.848316","288598265.786005","312319795.915132","368534456.083255","",
"Equatorial Guinea","GNQ","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7183409023.02907","8303800358.81345","11584326308.4361","17621714169.082","11171995036.7048","13977374277.4246","16017376539.6582","16099258981.5506","14844895150.1903","14338110696.4797","7467697580.26678","5775294506.88877","7059359423.70879","",
"Greece","GRC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","378479573.556429","434113891.909364","482808836.798816","556304610.630942","570656727.438363","635675095.953843","887750577.212658","907858461.049097","886879620.248618","1021175822.97038","1035805681.81818","1190229545.45455","1541631818.18182","2600729574.22325","3603867045.45455","4034030818.27843","4376562500","5057519888.99167","6044091836.73469","8266960441.58234","10981808153.4772","11196637146.3715","9399266326.53061","8143969040.24768","8067825876.66264","7715318776.21515","9976099318.40312","11898954705.5863","12441706461.6863","12624099454.4692","14466921969.0456","14929959805.5711","17292882373.9721","15285243460.1665","16843840589.8876","19745092366.5245","20839186296.7157","23223405590.9148","23536857604.0586","27447755167.2704","30865641238.2532","31036299328.8591","30939794466.4032","37446013995.4853","49807418301.4651","52808084317.8709","57872321666.0394","71726594579.7974","82807605390.3618","62641263962.2117","66165509706.8612","73490370904.7261","70468159317.3051","72806344158.8895","76733682179.2433","62031002052.2503","58691179423.8525","66998728401.2981","",
"Grenada","GRD","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","27000000","34000000","40296296.2962963","39592592.5925926","39296296.2962963","38296296.2962963","39000000","41777777.7777778","55185185.1851852","75888888.8888889","79777777.7777778","86185185.1851852","85333333.3333333","93092592.5925926","97548148.1481481","99566666.6666667","110425925.925926","126766666.666667","123800000","131600000","138940740.740741","165718518.518519","218037037.037037","235727407.407407","197133111.111111","172622222.222222","179535555.555556","197736925.925926","148871259.259259","162306481.481481","209545888.888889","207800814.814815","187237296.296296","183762222.222222","196181925.925926","206490962.962963","214246185.185185","548311296.296296","578320444.444444","592563555.555555","","",
"Greenland","GRL","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","589143403.615829","715995393.16653","759542430.255632","761014327.033026","814482796.627294","924148212.07901","777481393.049675","852474173.645561","1020042095.85188","978938282.261545","1012250057.86728","1093416481.06904","934570965.680227","1054785566.79591","","",
"Guatemala","GTM","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","131900000","128700000","134800000","180400000","199900000","223500000","263400000","235600000","269500000","305400000","353600000","343100000","397300000","536500000","708400000","792000000","941700000","1340300000","1303700000","1473600000","1748000000","1471000100","1288999900","1176000000","1231300000","1161565304.34783","1160867534.24658","1122800040","1262786259.54198","1455681818.18182","1608631682.19716","1688639662.74931","1886241441.99899","2018135358.62583","2274655724.02281","2822490792.68922","2791706609.53507","3194396325.67574","3524472507.19379","3481400349.34261","3895385279.26628","5275584493.42122","5464044939.65429","5648997317.65061","6464752708.7397","6817724662.36131","7537173335.43788","8721105938.77471","9673937485.94558","9046866384.85572","10667684326.793","12688236956.3542","12530892565.3595","12773393748.0908","13599161558.1594","13493508517.5315","13418321293.7012","14213557615.1009","",
"Guam","GUM","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","722000000","631000000","846000000","956000000","1006000000","1005000000","973000000","838000000","846000000","928000000","1004000000","1053000000","1058000000","1048000000","1123000000","1128000000","",
"Guyana","GUY","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","82949308.7557604","96774193.5483871","110424079.799335","110599078.341014","111240739.660503","117823529.411765","125764705.882353","143705882.352941","133800000","147700000","151200000","164750000","164000000","160238095.238095","296590909.090909","370500000","300280000","284360000","319880000","317240000","490319960","393107142.857143","254400000","224500000","193263157.894737","218069767.44186","233674418.604651","282142846.938775","263299990","251948536.764706","248683534.177215","356599994.633274","469762447.641887","519140473.11828","567658924.078091","629152003.521127","723896874.643875","746591431.239949","688346951.547645","670497421.319341","684731124.266842","661420532.049831","670242444.601789","666355283.18538","752856480.465943","698037583.989994","734648328.598624","891598429.823664","1015030449.34203","1008663888.20789","1168090286.67847","1425598294.26397","1713200000.19573","1540599999.90263","1348400000.09688","1306200000","1606400000","1606300000","",
"High income","HIC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","120992709779.547","126974306550.053","135332437183.735","146811351055.389","165551960963.666","181144799203.74","200292832434.6","213267200225.525","237317907375.626","270230093983.417","315573951374.556","354659649072.454","420853328121.47","570504864548.627","768146953699.51","824675914275.677","916142164513.173","1040614115980.61","1230729933919.87","1529113583567.25","1841391280390.26","1856620273471.24","1733611913135.98","1698620237469.16","1795016442245","1837331564361.33","2120448132319.52","2503070842057.8","2882983554849.36","3114413831413.37","3614945026104.4","3794535093172.98","4098670143373.56","4044867470246.29","4510733582305.56","5353380389721","5564888699854.19","5726917100471.81","5702567655460.03","5884875177753.71","6404377249942.76","6188505979172.9","6431390384761.5","7410354777314.68","8870329806398.38","9851878554378.42","11138546232627","12825325245075.7","14343220962088.4","11588689846940.7","13409531846703.8","15726539581616.9","15760790038204.8","16237844196169.6","16616469569284.4","14874382853938.7","14742463214021.9","15993498841952.6","",
"Hong Kong SAR, China","HKG","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","0","1149077545.56591","1263224321.6155","1414306395.93155","1609005531.01451","1675916230.36649","1889960077.40451","2170856894.30187","2451069004.61784","3029243796.77038","3541855147.79662","3999563824.25473","4818662034.24682","6859419022.63674","8133794419.27021","8380004863.0248","11516881422.2802","13104032604.0326","15674787027.3502","20190497131.549","25613432205.9444","28115506414.0411","27405229081.204","28132742388.372","34837426451.7779","37098885865.3797","43008342624.2743","57087313901.7478","71728414040.4817","81399120501.5449","90213099180.9803","106157607576.693","127907138981.474","144855214850.82","162013741524.766","182564440652.55","194351137142.34","204029268544.71","187184486075.426","186851434096.036","216355888694.938","207975842437.298","219708676864.686","243329095392.202","283708654340.01","322201406657.838","358400448003.296","394443817776.297","424120177736.683","381291699992.26","469444859187.561","528967240493.32","566884508277.036","610972021660.65","621071949033.415","606075105136.871","600044445589.58","641926679669.455","",
"Honduras","HND","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","71800000","79500000","87200000","90600000","102700000","138700000","157400000","170600000","196700000","186900000","201800000","217000000","235000000","294000000","332500000","345000000","454500000","581500050","960859350.82261","1168036044.66044","1315331102.73782","1227917680.42087","1066168434.40131","1108154408.9","1174230696.63565","1257514350.96913","1393796694.42391","1312577924.08218","1436852036.59787","1520893864.26027","1561384393.23464","1573527387.18288","1651611362.77586","1811810863.87813","2066441601.14807","2590041811.96372","2855718828.42345","3270298692.435","3679525533.46679","3395137942.91698","3833918331.19093","3887472606.1094","4099844097.05711","4403400476.49989","5124977595.28116","5707066081.33573","6077299865.45577","6568499666.26548","7077609446.18732","5766473847.71713","7247910834.02575","9077897775.02894","9431576950.29279","8869036740.06819","9396713234.73355","9475880830.43217","9222684475.58572","10009537150.1803","",
"Heavily indebted poor countries (HIPC)","HPC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","2424450030.24176","2686296100.39148","2835129211.02981","3069761101.30453","3487011114.85967","3847045382.4027","4073953412.71961","4227679652.3034","4677518146.14694","4977661830.98448","5700515590.74903","5644944203.18309","6469659735.33741","7721466274.00488","10910646513.2578","11252012871.2971","12834693604.4005","14985282964.0611","16337894765.0743","19426248355.213","21768917914.6244","20655882592.9125","20257289913.4194","19658713333.2499","21559126891.1831","21043045458.5412","21913939207.1021","22741936192.653","22083210860.3132","22994244969.3573","24525351283.2346","24382716339.4313","24159730682.8831","23251045991.8864","25649040962.0631","31079880966.2572","33763186594.4404","34188178817.1729","35006452873.5609","33860747486.4864","37372576682.4855","37038455850.4332","41060027379.6121","48458338890.6209","60386902765.5451","70424525768.3709","84301479512.7675","100839040960.272","122704904537.334","105577727899.41","133392351780.728","163153244211.43","167198037262.653","173064169054.214","177067510473.865","154641255149.132","150191124023.109","173692718380.608","",
"Croatia","HRV","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6181600653.08871","7276195023.15771","7460809991.16015","7498860849.53032","7123027814.34419","7948707917.77151","9004351236.26235","10125528798.0469","13478579181.1761","16402963192.107","17846645333.017","19999873834.3622","23425714594.1008","27111627851.5919","21638574128.6535","22508018833.0909","25148962825.5524","23483412812.7826","24853850252.3975","26107770611.1045","23822583952.5089","25169445169.6036","28206291276.5109","",
"Haiti","HTI","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","426125800","356133600","368773800","358172245.494024","170898224.490686","203702652.513441","139173369.867473","256955764.92692","329352514.398265","349003993.916387","368684569.868002","508795815.914639","501951950.421479","444582464.297854","421081007.226656","468327458.434888","543181067.915903","605171352.349682","689118570.952939","779202027.818331","833703543.037532","1034449701.9603","1016035882.27122","1311686990.10427","1334016383.58563","1543038541.18116","1625138098.64221","1745573767.79091","1651665479.60181","1583927483.24193","",
"Hungary","HUN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9986200172.60989","10682799848.8384","9294772847.31906","10951805592.9461","18172207829.1906","19525164972.4495","22639499499.9711","25774329214.7404","27298594366.841","31545521427.5184","34841146646.8869","39256792261.6363","47995753136.2193","61956149029.9676","70702972454.9998","85298013213.5558","109005265055.346","125276105913.953","97175485824.227","107133262534.414","122121454328.418","110475071911.152","115828042647.355","122817181017.619","109497602319.816","113062177202.6","123338351755.132","",
"IBRD only","IBD","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","35188623099.302","35451494251.0622","35155381800.0604","40687629181.3342","41020285129.2864","44345530089.4734","47196096563.0448","48241935629.6287","50906707086.3358","55842646012.6098","60716149302.2755","67425398865.6542","80285077579.9763","121707809181.532","200802305545.262","194483220900.502","224434163209.828","252712411256.985","263106966465.016","358494675610.529","443521787168.852","429140115329.709","433906984525.35","440543326588.058","463138770931.224","454058522162.081","409135214344.427","495122721910.37","578295793016.519","629139090765.262","666349312973.729","672460491412.132","964581624971.023","865147112368.412","922284202270.238","1080051515025.7","1167489191205.33","1256009275043.85","1205559933760.71","1259781663428.53","1516996129669.5","1497354899404.44","1633928318683.33","1957010646585.88","2532099925099.44","3131068727688.74","3765480201699.43","4545154104337.46","5460984369876.64","4365638809549.46","5560915213298.03","6767316017168.54","7062596961626.45","7258097629085.99","7270044719851.42","6454226801927.66","6219773871824.32","7017459527140.62","",
